in_gene	out_gene	branch_support	ev_type	sos
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
TelonemiaP00656Telonemasubtile_26562672_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
ChoanoflagellataEP00040Diaphanoecagrandis_10916365__RP65B_DANRE_All-trans-retinyl_ester_13-cis_isomerohydrolase_OS_	MetazoaArthropodaEP00090Calanusglacialis_698935__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	TelonemiaP00656Telonemasubtile_26562672_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	HaptophytaEP00319Phaeocystisglobosa_14053873__ACOX_SYNY3_Apocarotenoid-15_15_-oxygenase_OS_	1.0	S	0.0
MetazoaCnidariaMontastraeacavernosa_3322147__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	TelonemiaP00656Telonemasubtile_26562673_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
HaptophytaEP00319Phaeocystisglobosa_14053873__ACOX_SYNY3_Apocarotenoid-15_15_-oxygenase_OS_	TelonemiaP00656Telonemasubtile_26562673_	1.0	S	0.0
HaptophytaEP00319Phaeocystisglobosa_14053873__ACOX_SYNY3_Apocarotenoid-15_15_-oxygenase_OS_	ChoanoflagellataEP00040Diaphanoecagrandis_10924455__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
HaptophytaEP00319Phaeocystisglobosa_14053873__ACOX_SYNY3_Apocarotenoid-15_15_-oxygenase_OS_	TelonemiaP00656Telonemasubtile_26562672_	1.0	S	0.0
MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaBryozoaBugulaneritina_2108448__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
MetazoaNematodaCaenorhabditiselegans_4308368__BCDO1_CHICK_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaBryozoaBugulaneritina_2273795__CCD8A_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_A__chloroplastic_OS_	1.0	S	0.0
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368214__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	D	1.0
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360538__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	ChloroplastidaChlamydomonasreinhardtiiUP000006906_6365318__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	D	1.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5113477__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5125945__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	StramenopilesEP00652Aphanomycesastaci_26140376__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HaptophytaEP00319Phaeocystisglobosa_14063080__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiFusariumoxysporumUP000002489_13354754__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaEP00118Oscarellapearsei_4827343__BCDO2_HUMAN_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiMortierellaelongataUP000078512_13385319__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaLeucosoleniacomplicata_5056092__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5103339__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23138591__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HeteroloboseaEP00761Pharyngomonaskirbyi_14494230__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5113477__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5125945__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	StramenopilesEP00652Aphanomycesastaci_26140376__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HaptophytaEP00319Phaeocystisglobosa_14063080__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiFusariumoxysporumUP000002489_13354754__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaEP00118Oscarellapearsei_4827343__BCDO2_HUMAN_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiMortierellaelongataUP000078512_13385319__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaLeucosoleniacomplicata_5056092__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5103339__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128200__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HeteroloboseaEP00761Pharyngomonaskirbyi_14494230__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5113477__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5125945__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	StramenopilesEP00652Aphanomycesastaci_26140376__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HaptophytaEP00319Phaeocystisglobosa_14063080__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiFusariumoxysporumUP000002489_13354754__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaEP00118Oscarellapearsei_4827343__BCDO2_HUMAN_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	FungiMortierellaelongataUP000078512_13385319__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaLeucosoleniacomplicata_5056092__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaPoriferaSyconciliatum_5103339__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23128061__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	HeteroloboseaEP00761Pharyngomonaskirbyi_14494230__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaPoriferaSyconciliatum_5113477__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaPoriferaSyconciliatum_5125945__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	StramenopilesEP00652Aphanomycesastaci_26140376__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	HaptophytaEP00319Phaeocystisglobosa_14063080__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	FungiFusariumoxysporumUP000002489_13354754__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaPoriferaEP00118Oscarellapearsei_4827343__BCDO2_HUMAN_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	FungiMortierellaelongataUP000078512_13385319__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaPoriferaLeucosoleniacomplicata_5056092__BCDO2_MOUSE_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	MetazoaPoriferaSyconciliatum_5103339__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
RigifilidaEP00004Rigifilaramosa_23142545__BCDO1_HUMAN_Beta_beta-carotene_15_15_-dioxygenase_OS_	HeteroloboseaEP00761Pharyngomonaskirbyi_14494230__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	CryptophyceaeGuillardiathetaUP000011087_12250850__BCDO1_RAT_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaArthropodaEP00090Calanusglacialis_685963__BCDO1_MOUSE_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaCephalochordataBranchiostomabelcheri_2818148__RPE65_CHICK_Retinoid_isomerohydrolase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaArthropodaEP00090Calanusglacialis_706078__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaCtenophoraMnemiopsisleidyi_3731427__RP65B_DANRE_All-trans-retinyl_ester_13-cis_isomerohydrolase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaArthropodaEP00090Calanusglacialis_700686__CCD1_PHAVU_Carotenoid_9_10_9__10__-cleavage_dioxygenase_1_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaArthropodaEP00090Calanusglacialis_675452__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaCephalochordataBranchiostomabelcheri_2817034__NINAB_GALME_Carotenoid_isomerooxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaArthropodaEP00090Calanusglacialis_691068__BCDO2_MACFA_Beta_beta-carotene_9__10_-oxygenase_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaCtenophoraMnemiopsisleidyi_3722389__CCD8B_ORYSJ_Carotenoid_cleavage_dioxygenase_8_homolog_B__chloroplastic_OS_	1.0	S	0.0
ChloroplastidaArabidopsisthalianaUP000006548_5878597__CCD8_ARATH_Carotenoid_cleavage_dioxygenase_8__chloroplastic_OS_	MetazoaCephalochordataBranchiostomabelcheri_2824217__BCDO1_RAT_Beta_beta-carotene_15_15_-dioxygenase_OS_	1.0	S	0.0
