gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
MetazoaPoriferaAmphimedonqueenslandica_4671389__UDB17_HUMAN_UDP-glucuronosyltransferase_2B17_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5090384__TRAF6_MACMU_TNF_receptor-associated_factor_6_OS_	OG0	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4707428__UD13_HUMAN_UDP-glucuronosyltransferase_1A3_OS_	OG0	1.0		
StramenopilesPhytophthorainfestansUP000006643_26373228__YOJK_BACSU_Uncharacterized_UDP-glucosyltransferase_YojK_OS_	OG0	1.0		
StramenopilesEP00652Aphanomycesastaci_26140215__UD3A1_MOUSE_UDP-glucuronosyltransferase_3A1_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5084998__UDB20_MACFA_UDP-glucuronosyltransferase_2B20_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5078476__UDB33_MACMU_UDP-glucuronosyltransferase_2B33_OS_	OG0	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4689639__CGT_RAT_2-hydroxyacylsphingosine_1-beta-galactosyltransferase_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5073010__UDB33_MACMU_UDP-glucuronosyltransferase_2B33_OS_	OG0	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4710430__UDB15_HUMAN_UDP-glucuronosyltransferase_2B15_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5083265__UDB33_MACMU_UDP-glucuronosyltransferase_2B33_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5079752__UD3A1_XENLA_UDP-glucuronosyltransferase_3A1_OS_	OG0	1.0		
MetazoaPoriferaEphydatiamuelleri_4926158__UDB18_MACFA_UDP-glucuronosyltransferase_2B18_OS_	OG0	1.0		
MetazoaPoriferaHaliclonatubifera_4956695__UD2A2_MOUSE_UDP-glucuronosyltransferase_2A2_OS_	OG0	1.0		
TelonemiaP00656Telonemasubtile_26565380__U73C2_ARATH_UDP-glycosyltransferase_73C2_OS_	OG0	1.0		
StramenopilesEP00652Aphanomycesastaci_26136524__UD14_RABIT_UDP-glucuronosyltransferase_1A4_OS_	OG0	1.0		
AmoebozoaEP00029Vermamoebavermiformis_5281204__UDB20_MACFA_UDP-glucuronosyltransferase_2B20_OS_	OG0	1.0		
MetazoaPoriferaHaliclonatubifera_4965804__CGT_RAT_2-hydroxyacylsphingosine_1-beta-galactosyltransferase_OS_	OG0	1.0		
StramenopilesPhytophthorainfestansUP000006643_26372862__UD3A1_XENLA_UDP-glucuronosyltransferase_3A1_OS_	OG0	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4695831__CGT_RAT_2-hydroxyacylsphingosine_1-beta-galactosyltransferase_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5072949__UDB18_MACFA_UDP-glucuronosyltransferase_2B18_OS_	OG0	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6361153__UDB23_MACFA_UDP-glucuronosyltransferase_2B23_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5099019__UDB14_RABIT_UDP-glucuronosyltransferase_2B14_OS_	OG0	1.0		
MetazoaPoriferaStylissacarteri_5084067__U74C1_ARATH_UDP-glycosyltransferase_74C1_OS_	OG0	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3806448__UD2B7_HUMAN_UDP-glucuronosyltransferase_2B7_OS_	OG0	1.0		
FungiFusariumoxysporumUP000002489_13364898__UD2C1_RABIT_UDP-glucuronosyltransferase_2C1__Fragment__OS_	OG0	1.0		
JakobidaEP00762Andaluciagodoyi_14655888__UD3A1_MOUSE_UDP-glucuronosyltransferase_3A1_OS_	OG0	1.0		
AmoebozoaEP00007CuneaspBSH02190019_4976323__UDB14_RABIT_UDP-glucuronosyltransferase_2B14_OS_	OG0	1.0		
FungiRhizopusmicrosporusUP000242254_13436440__UD2A3_CAVPO_UDP-glucuronosyltransferase_2A3_OS_	OG0	1.0		
FungiRhizopusmicrosporusUP000242254_13437897__UD2B4_HUMAN_UDP-glucuronosyltransferase_2B4_OS_	OG0	1.0		
FungiRhizopusmicrosporusUP000242254_13436450__UD2C1_RABIT_UDP-glucuronosyltransferase_2C1__Fragment__OS_	OG0	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14687931__UDB33_MACMU_UDP-glucuronosyltransferase_2B33_OS_	OG0	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3830520__UD2B1_RAT_UDP-glucuronosyltransferase_2B1_OS_	OG0	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14705432__UD2C1_RABIT_UDP-glucuronosyltransferase_2C1__Fragment__OS_	OG0	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3807565__UD19_HUMAN_UDP-glucuronosyltransferase_1-9_OS_	OG0	1.0		
FungiRhizopusmicrosporusUP000242254_13429484__UD3A1_MOUSE_UDP-glucuronosyltransferase_3A1_OS_	OG0	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3822379__UD19_MOUSE_UDP-glucuronosyltransferase_1-9_OS_	OG0	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360096__UDB17_RAT_UDP-glucuronosyltransferase_2B17_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3824000__UD16_RABIT_UDP-glucuronosyltransferase_1-6_OS_	OG1	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10923984__YOJK_BACSU_Uncharacterized_UDP-glucosyltransferase_YojK_OS_	OG2	1.0		
MetazoaAcoelaHofsteniamiamia_8752__UD3A1_MOUSE_UDP-glucuronosyltransferase_3A1_OS_	OG2	1.0		
TelonemiaP00656Telonemasubtile_26564984__YOJK_BACSU_Uncharacterized_UDP-glucosyltransferase_YojK_OS_	OG2	1.0		
ChloroplastidaEP00738Chloropiconprimus_8599954__UD2B2_RAT_UDP-glucuronosyltransferase_2B2_OS_	OG2	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13502481__UD17_HUMAN_UDP-glucuronosyltransferase_1-7_OS_	OG2	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4825075__UGT46_CAEEL_Putative_UDP-glucuronosyltransferase_ugt-46_OS_	OG2	1.0		
MetazoaCnidariaMadracisauretenra_3285375__U77B2_CROXC_Myricetin_3-O-rhamnosyltransferase_UGT77B2_OS_	OG2	1.0		
MetazoaCnidariaAcroporadigitifera_2935352__UDB13_RABIT_UDP-glucuronosyltransferase_2B13_OS_	OG2	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10722424__YJIC_BACSU_Uncharacterized_UDP-glucosyltransferase_YjiC_OS_	OG2	1.0		
MetazoaRotiferaBrachionusplicatilis_5242631__YOJK_BACSU_Uncharacterized_UDP-glucosyltransferase_YojK_OS_	OG2	1.0		
MetazoaBryozoaBugulaneritina_2634919__UD110_HUMAN_UDP-glucuronosyltransferase_1-10_OS_	OG2	1.0		
MetazoaRotiferaBrachionusplicatilis_5265400__YOJK_BACSU_Uncharacterized_UDP-glucosyltransferase_YojK_OS_	OG2	1.0		
MetazoaCnidariaHydramagnapapillata_3248224__YDHE_BACSU_Uncharacterized_UDP-glucosyltransferase_YdhE_OS_	OG2	1.0		
ChloroplastidaEP00738Chloropiconprimus_8600191__MGT_STRLI_Macrolide_glycosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870797__U87A2_ARATH_UDP-glycosyltransferase_87A2_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7467361__U73C7_ARATH_UDP-glycosyltransferase_73C7_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5276419__U73C4_ARATH_UDP-glycosyltransferase_73C4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5889032__U85A1_ARATH_UDP-glycosyltransferase_85A1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5286343__GGT_QUERO_Gallate_1-beta-glucosyltransferase_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5281570__U72E1_ARATH_UDP-glycosyltransferase_72E1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7469377__U85A7_ARATH_UDP-glycosyltransferase_85A7_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5888122__U73C7_ARATH_UDP-glycosyltransferase_73C7_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7479030__U77B2_CROXC_Myricetin_3-O-rhamnosyltransferase_UGT77B2_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7459288__U73E1_STERE_UDP-glycosyltransferase_73E1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5889058__U74D1_ARATH_UDP-glycosyltransferase_74D1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882012__U76C4_ARATH_UDP-glycosyltransferase_76C4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884535__U88A1_ARATH_UDP-glycosyltransferase_88A1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7458960__7DLGT_CATRO_7-deoxyloganetic_acid_glucosyl_transferase_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7473920__U7E11_ARATH_UDP-glycosyltransferase_76E11_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7479164__ANGT_GENTR_Anthocyanin_3_-O-beta-glucosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5888913__U86A1_ARATH_UDP-glycosyltransferase_86A1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5285563__CZOG_SORBI_Putative_cis-zeatin_O-glucosyltransferase_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7465808__U72E3_ARATH_UDP-glycosyltransferase_72E3_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885400__U71B1_ARATH_UDP-glycosyltransferase_71B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5880926__U89B1_ARATH_Flavonol_3-O-glucosyltransferase_UGT89B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870271__U84A4_ARATH_UDP-glycosyltransferase_84A4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870425__U76D1_ARATH_UDP-glycosyltransferase_76D1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5873324__U75C1_ARATH_UDP-glycosyltransferase_75C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891770__U85A2_ARATH_UDP-glycosyltransferase_85A2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891174__U73C5_ARATH_UDP-glycosyltransferase_73C5_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5875262__U84A1_ARATH_UDP-glycosyltransferase_84A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5881296__U71C5_ARATH_UDP-glycosyltransferase_71C5_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5281849__U71C3_ARATH_UDP-glycosyltransferase_71C3_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5294504__U71C2_ARATH_UDP-glycosyltransferase_71C2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5876169__U73B4_ARATH_UDP-glycosyltransferase_73B4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5886693__U76F1_ARATH_UDP-glycosyltransferase_76F1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5869899__U84B1_ARATH_UDP-glycosyltransferase_84B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5878830__U73B1_ARATH_UDP-glycosyltransferase_73B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885399__U71B2_ARATH_UDP-glycosyltransferase_71B2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5887889__U78D1_ARATH_Flavonol-3-O-rhamnosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884783__U89C1_ARATH_Flavonol_7-O-rhamnosyltransferase_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5293243__CGT_MANIN_UDP-glycosyltransferase_13_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882010__U76C3_ARATH_UDP-glycosyltransferase_76C3_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7472262__4CGT_ANTMA_Chalcone_4_-O-glucosyltransferase_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5287419__UGTK5_MANES_Linamarin_synthase_2_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5291408__U73C1_ARATH_UDP-glycosyltransferase_73C1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5286281__F3GT1_ACTCC_Anthocyanidin_3-O-galactosyltransferase_F3GT1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5867738__U72D1_ARATH_UDP-glycosyltransferase_72D1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5285498__UGTK5_MANES_Linamarin_synthase_2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891177__U73C4_ARATH_UDP-glycosyltransferase_73C4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870270__U84A3_ARATH_UDP-glycosyltransferase_84A3_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5890428__U89A2_ARATH_UDP-glycosyltransferase_89A2_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7472057__UGT13_PUEML_UDP-glycosyltransferase_13_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870796__U87A1_ARATH_UDP-glycosyltransferase_87A1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5277938__U84A1_ARATH_UDP-glycosyltransferase_84A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891204__U73B5_ARATH_UDP-glycosyltransferase_73B5_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7460693__UGT13_PUEML_UDP-glycosyltransferase_13_OS_	OG3	1.0		
AlveolataEP00742ColponemidiaspColp10_4289977__UD3A2_HUMAN_UDP-glucuronosyltransferase_3A2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5871464__U72E3_ARATH_UDP-glycosyltransferase_72E3_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5294593__U71K2_PYRCO_UDP-glycosyltransferase_71K2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5879016__U72B2_ARATH_UDP-glycosyltransferase_72B2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885096__U75B1_ARATH_UDP-glycosyltransferase_75B1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7457997__U73C1_ARATH_UDP-glycosyltransferase_73C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5886526__U89A2_ARATH_UDP-glycosyltransferase_89A2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882014__U76C2_ARATH_UDP-glycosyltransferase_76C2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5879872__U73B2_ARATH_UDP-glucosyl_transferase_73B2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885502__U76E2_ARATH_UDP-glycosyltransferase_76E2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870274__U75D1_ARATH_UDP-glycosyltransferase_75D1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5293296__U72B1_ARATH_UDP-glycosyltransferase_72B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5890409__U90A2_ARATH_UDP-glycosyltransferase_90A2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884014__U78D2_ARATH_Flavonol_3-O-glucosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5889389__U7E11_ARATH_UDP-glycosyltransferase_76E11_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882011__U76C5_ARATH_UDP-glycosyltransferase_76C5_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870406__U74B1_ARATH_UDP-glycosyltransferase_74B1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5288150__U72E1_ARATH_UDP-glycosyltransferase_72E1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891179__U73C1_ARATH_UDP-glycosyltransferase_73C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884677__U71C4_ARATH_Flavonol_3-O-glucosyltransferase_UGT71C4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5888123__U73D1_ARATH_UDP-glycosyltransferase_73D1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7474838__U73E1_STERE_UDP-glycosyltransferase_73E1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884793__U72B3_ARATH_UDP-glycosyltransferase_72B3_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891178__U73C2_ARATH_UDP-glycosyltransferase_73C2_OS_	OG3	1.0		
MetazoaNematodaLoaloa_4411262__UD16_RABIT_UDP-glucuronosyltransferase_1-6_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5292977__U72E1_ARATH_UDP-glycosyltransferase_72E1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5296468__KGLT_PETHY_Kaempferol_3-O-beta-D-galactosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891176__U73C3_ARATH_UDP-glycosyltransferase_73C3_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7464026__U73C1_ARATH_UDP-glycosyltransferase_73C1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7467699__U73C1_ARATH_UDP-glycosyltransferase_73C1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7474835__U85A1_ARATH_UDP-glycosyltransferase_85A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5890474__U74E2_ARATH_UDP-glycosyltransferase_74E2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5871686__U71D1_ARATH_UDP-glycosyltransferase_71D1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870035__U74F1_ARATH_Flavonol_7-O-beta-glucosyltransferase_UGT74F1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5871685__U71C2_ARATH_UDP-glycosyltransferase_71C2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5889054__U74C1_ARATH_UDP-glycosyltransferase_74C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5868274__U76E6_ARATH_UDP-glycosyltransferase_76E6_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7458958__U88B1_STERE_UDP-glycosyltransferase_88B1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5296462__KGLT_PETHY_Kaempferol_3-O-beta-D-galactosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885503__U76E1_ARATH_UDP-glycosyltransferase_76E1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5886882__U72B1_ARATH_UDP-glycosyltransferase_72B1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7460736__U88F2_PYRCO_Phloretin_2_-O-glucosyltransferase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884015__U78D4_ARATH_UDP-glycosyltransferase_78D4_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885327__U91B1_ARATH_UDP-glycosyltransferase_91B1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7463236__U73C2_ARATH_UDP-glycosyltransferase_73C2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5886692__U76F2_ARATH_UDP-glycosyltransferase_76F2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5879705__U7E12_ARATH_Flavonol_3-O-glucosyltransferase_UGT76E12_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884016__U78D3_ARATH_UDP-glycosyltransferase_78D3_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885963__U72E2_ARATH_UDP-glycosyltransferase_72E2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891388__U72D1_ARATH_UDP-glycosyltransferase_72D1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885396__U71B7_ARATH_UDP-glycosyltransferase_71B7_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5884678__U71C3_ARATH_UDP-glycosyltransferase_71C3_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5870036__U74F2_ARATH_UDP-glycosyltransferase_74F2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5885899__U84A2_ARATH_UDP-glycosyltransferase_84A2_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7462594__U73B5_ARATH_UDP-glycosyltransferase_73B5_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5871688__U71D2_ARATH_UDP-glycosyltransferase_71D2_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882013__U76C1_ARATH_UDP-glycosyltransferase_76C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5869900__U84B2_ARATH_UDP-glycosyltransferase_84B2_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5295536__U72E1_ARATH_UDP-glycosyltransferase_72E1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7472053__U72B1_ARATH_UDP-glycosyltransferase_72B1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5277067__UFOG6_FRAAN_UDP-glucose_flavonoid_3-O-glucosyltransferase_6_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7460903__U88B1_STERE_UDP-glycosyltransferase_88B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5871684__U71C1_ARATH_Flavonol_3-O-glucosyltransferase_UGT71C1_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7462679__U85A1_ARATH_UDP-glycosyltransferase_85A1_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5288696__U74C1_ARATH_UDP-glycosyltransferase_74C1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5886239__U92A1_ARATH_UDP-glycosyltransferase_92A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5880575__U76B1_ARATH_UDP-glycosyltransferase_76B1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5891691__U90A1_ARATH_UDP-glycosyltransferase_90A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5873577__U90A1_ARATH_UDP-glycosyltransferase_90A1_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5879003__U73B3_ARATH_UDP-glycosyltransferase_73B3_OS_	OG3	1.0		
TelonemiaP00656Telonemasubtile_26546180__UDPE_NPVOP_Ecdysteroid_UDP-glucosyltransferase_OS_	OG3	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5294722__UGT9_CATRO_UDP_glycosyltransferase_9_OS_	OG3	1.0		
