gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
RigifilidaEP00004Rigifilaramosa_23143308__RDH16_HUMAN_Retinol_dehydrogenase_16_OS_	OG6	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13485114__BDH_RAT_D-beta-hydroxybutyrate_dehydrogenase__mitochondrial_OS_	OG6	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13485814__RDH7_RAT_Retinol_dehydrogenase_7_OS_	OG6	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5625763__DR9C7_MOUSE_Short-chain_dehydrogenase_reductase_family_9C_member_7_OS_	OG6	1.0		
CollodictyonidaeEP00002Diphylleiarotans_11670717__Y1627_STAS1_Uncharacterized_oxidoreductase_SSP1627_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4931454__YQ53_SCHPO_Uncharacterized_oxidoreductase_C162.03_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4933606__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4929515__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10906918__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4926704__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4931558__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
FungiFusariumoxysporumUP000002489_13364046__CALM_PENDC_Oxidoreductase_calM_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927310__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4929472__CALM_PENDC_Oxidoreductase_calM_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4926287__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4926813__YQ53_SCHPO_Uncharacterized_oxidoreductase_C162.03_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4924960__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927327__YQ53_SCHPO_Uncharacterized_oxidoreductase_C162.03_OS_	OG7	1.0		
FungiFusariumoxysporumUP000002489_13357764__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4929408__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4934649__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4929514__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927558__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4928323__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4925846__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4935649__YQ53_SCHPO_Uncharacterized_oxidoreductase_C162.03_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4935939__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4928324__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
FungiFusariumoxysporumUP000002489_13354464__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4930630__YI78_SCHPO_Uncharacterized_oxidoreductase_SPAC977.08_OS_	OG7	1.0		
MetazoaCnidariaGorgoniaventalina_3209759__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4924471__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
FungiFusariumoxysporumUP000002489_13365406__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4933441__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4928895__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4928326__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4929636__DRS7B_BOVIN_Dehydrogenase_reductase_SDR_family_member_7B_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4932094__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4926288__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927328__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG7	1.0		
RotosphaeridaEP00160Parvulariaatlantis_23154002__HCDR_XANP2_2-_R_-hydroxypropyl-CoM_dehydrogenase_OS_	OG7	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23040913__PTMH_PENSI_Short-chain_dehydrogenase_ptmH_OS_	OG8	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927271__AYR1_SCHPO_NADPH-dependent_1-acyldihydroxyacetone_phosphate_reductase_OS_	OG8	1.0		
MetazoaCnidariaGorgoniaventalina_3211067__AYR1_SCHPO_NADPH-dependent_1-acyldihydroxyacetone_phosphate_reductase_OS_	OG8	1.0		
FungiEP00150Ustilagomaydis_13256763__CCTT_TALIS_Short-chain_dehydrogenase_cctT_OS_	OG8	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5873353__RED1_MAGO7_Short-chain_dehydrogenase_RED1_OS_	OG8	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6357529__PTMH_PENSI_Short-chain_dehydrogenase_ptmH_OS_	OG8	1.0		
FungiRhizopusmicrosporusUP000242254_13438510__AYR1_SCHPO_NADPH-dependent_1-acyldihydroxyacetone_phosphate_reductase_OS_	OG8	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5879574__RED1_MAGO7_Short-chain_dehydrogenase_RED1_OS_	OG8	1.0		
FungiFusariumoxysporumUP000002489_13358550__AYR1_SCHPO_NADPH-dependent_1-acyldihydroxyacetone_phosphate_reductase_OS_	OG8	1.0		
FungiMortierellaelongataUP000078512_13379984__VIRD_HYPVG_Short-chain_dehydrogenase_virD_OS_	OG8	1.0		
FungiRhizopusmicrosporusUP000242254_13438495__RED1_MAGO7_Short-chain_dehydrogenase_RED1_OS_	OG8	1.0		
FungiFusariumoxysporumUP000002489_13362330__VIRD_HYPVG_Short-chain_dehydrogenase_virD_OS_	OG8	1.0		
RotosphaeridaEP00160Parvulariaatlantis_23171751__VIRD_HYPVG_Short-chain_dehydrogenase_virD_OS_	OG8	1.0		
BreviataEP00033Pygsuiabiforma_5534526__YBBO_ECOLI_Uncharacterized_oxidoreductase_YbbO_OS_	OG9	1.0		
MetazoaCnidariaMadracisauretenra_3285886__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaPoritesaustraliensis_3545952__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaNematostellavectensis_3379865__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMontastraeacavernosa_3350920__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3830692__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaCnidariaAstreoporasp_3043834__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaStylophorapistillata_3678399__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4534789__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaFungiascutaria_3185312__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3800205__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaPoritesaustraliensis_3535969__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaGorgoniaventalina_3237139__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG9	1.0		
MetazoaPoriferaStylissacarteri_5080962__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG9	1.0		
MetazoaVertebrateDaniorerio_5422053__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaGorgoniaventalina_3234158__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3803487__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3821786__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
StramenopilesPhytophthorainfestansUP000006643_26381583__YUSZ_BACSU_Uncharacterized_oxidoreductase_YusZ_OS_	OG9	1.0		
MetazoaCnidariaMadracisauretenra_3274319__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3831856__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaNematostellavectensis_3379866__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaVertebrateMusmusculus_6529302__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3784766__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3836921__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4532179__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3784716__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMontastraeacavernosa_3320135__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3810177__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMadracisauretenra_3310502__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaVertebrateEptatretusburgeri_6384850__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3799797__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaPoritesaustraliensis_3542190__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3834365__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3020163__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaStylophorapistillata_3668432__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMontastraeacavernosa_3349551__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaAstreoporasp_3030731__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaAcroporadigitifera_2928386__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
TelonemiaP00656Telonemasubtile_26522699__DHB1_PANTR_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaCnidariaAcroporadigitifera_2928731__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaCnidariaStylophorapistillata_3676780__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3837002__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4511050__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3808177__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaVertebrateMusmusculus_6533677__DHB1_MOUSE_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3801850__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaStylophorapistillata_3680683__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaAstreoporasp_3024651__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMadracisauretenra_3282405__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3832877__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaVertebrateDaniorerio_5431768__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
FungiFusariumoxysporumUP000002489_13359518__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG9	1.0		
MetazoaCnidariaMadracisauretenra_3282406__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaNematostellavectensis_3377710__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3804207__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaAstreoporasp_3025602__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaMontastraeacavernosa_3320145__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
FungiFusariumoxysporumUP000002489_13368651__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3784186__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3824480__DHB1_HUMAN_Estradiol_17-beta-dehydrogenase_1_OS_	OG9	1.0		
MetazoaEchinodermataAcanthasterplanci_3801919__RDH8_BOVIN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3836351__RDH8_HUMAN_Retinol_dehydrogenase_8_OS_	OG9	1.0		
MetazoaCnidariaGorgoniaventalina_3209228__BOA17_BOTFB_Oxidoreductase_BOA17_OS_	OG9	1.0		
