gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
MetazoaCephalochordataBranchiostomabelcheri_2821308__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaVertebrateMusmusculus_6548643__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaFungiascutaria_3200723__CP4C3_DROME_Cytochrome_P450_4c3_OS_	OG2	1.0		
MetazoaRotiferaBrachionusplicatilis_5240991__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaFungiascutaria_3180140__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaAcroporadigitifera_2945581__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaMontastraeacavernosa_3323634__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCtenophoraMnemiopsisleidyi_3732856__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCtenophoraPleurobrachiabachei_3772343__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaStylophorapistillata_3675991__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3835605__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaPoriferaStylissacarteri_5084012__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaNematostellavectensis_3388493__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaAnnelidaEP00103Capitellateleta_75246__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaPoriferaStylissacarteri_5082914__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaCnidariaGorgoniaventalina_3209963__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaEchinodermataAcanthasterplanci_3800788__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaPoriferaEphydatiamuelleri_4929477__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaPoriferaStylissacarteri_5084011__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
MetazoaRotiferaBrachionusplicatilis_5274050__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5596316__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG2	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5628316__C734A_ARATH_Cytochrome_P450_734A1_OS_	OG2	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23114689__CP4D2_DROME_Cytochrome_P450_4d2_OS_	OG2	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23114600__CP4C1_BLADI_Cytochrome_P450_4C1_OS_	OG2	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6361831__C7346_ORYSJ_Cytochrome_P450_734A6_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12410907__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG3	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10892307__CP46A_MOUSE_Cholesterol_24-hydroxylase_OS_	OG3	1.0		
FungiFusariumoxysporumUP000002489_13357482__YANH_ASPNA_Cytochrome_P450_monooxygenase_yanH_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12410906__CP341_MOUSE_Cytochrome_P450_3A41_OS_	OG3	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5005063__CP4F2_HUMAN_Cytochrome_P450_4F2_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12399021__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG3	1.0		
MetazoaCnidariaMadracisauretenra_3278969__C97B2_SOYBN_Cytochrome_P450_97B2__chloroplastic_OS_	OG3	1.0		
MetazoaPoriferaSyconciliatum_5111847__CP4F2_HUMAN_Cytochrome_P450_4F2_OS_	OG3	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10738097__CP27A_MOUSE_Sterol_26-hydroxylase__mitochondrial_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12430933__CP3AF_CAVPO_Cytochrome_P450_3A15_OS_	OG3	1.0		
ChoanoflagellataEP00039Didymoecacostata_10862262__CP4F2_HUMAN_Cytochrome_P450_4F2_OS_	OG3	1.0		
AlveolataEP00742ColponemidiaspColp10_4278653__CP4V2_HUMAN_Cytochrome_P450_4V2_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12422433__CP341_MOUSE_Cytochrome_P450_3A41_OS_	OG3	1.0		
ChoanoflagellataEP00037Helgoecanana_10783171__CP6B1_PAPPO_Cytochrome_P450_6B1_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6366345__C4AA1_DROME_Probable_cytochrome_P450_4aa1_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6364370__C13B1_CAEEL_Putative_cytochrome_P450_cyp-13B1_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6354315__C97B3_ARATH_Cytochrome_P450_97B3__chloroplastic_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6359961__FUM2_GIBM7_Cytochrome_P450_monooxygenase_FUM2_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6364475__CP46A_HUMAN_Cholesterol_24-hydroxylase_OS_	OG3	1.0		
FungiFusariumoxysporumUP000002489_13355799__SDNE_SORAA_Cytochrome_P450_monooxygenase_sdnE_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5144053__CP3AA_MESAU_Lithocholate_6-beta-hydroxylase_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368261__CP120_SYNY3_Putative_cytochrome_P450_120_OS_	OG4	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14620085__CP3A5_HUMAN_Cytochrome_P450_3A5_OS_	OG4	1.0		
AmoebozoaEP00029Vermamoebavermiformis_5283347__CP3AO_SHEEP_Cytochrome_P450_3A24_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6353655__ABAH2_SOLLC_Abscisic_acid_8_-hydroxylase_CYP707A2_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6358560__CP120_SYNY3_Putative_cytochrome_P450_120_OS_	OG4	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10749683__C7A14_ARATH_Cytochrome_P450_72A14_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6358555__CP120_SYNY3_Putative_cytochrome_P450_120_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368260__ABAH1_ARATH_Abscisic_acid_8_-hydroxylase_1_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5133962__CP3A2_RAT_Cytochrome_P450_3A2_OS_	OG4	1.0		
ChoanoflagellataEP00037Helgoecanana_10805359__CP3AH_CAVPO_Cytochrome_P450_3A17_OS_	OG4	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5633927__CP3AT_PIG_Cytochrome_P450_3A29_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5113604__CP24A_MOUSE_1_25-dihydroxyvitamin_D_3__24-hydroxylase__mitochondrial_OS_	OG4	1.0		
PluriformeaEP00127Corallochytriumlimacisporum_21623401__GAO_TANPA_Germacrene_A_hydroxylase_OS_	OG4	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10753215__CP27A_MOUSE_Sterol_26-hydroxylase__mitochondrial_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5105872__CP3AA_MESAU_Lithocholate_6-beta-hydroxylase_OS_	OG4	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5625588__C13AA_CAEEL_Putative_cytochrome_P450_CYP13A10_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5108461__CP3A4_HUMAN_Cytochrome_P450_3A4_OS_	OG4	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10751154__CP3A4_HUMAN_Cytochrome_P450_3A4_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6358564__CP24A_MOUSE_1_25-dihydroxyvitamin_D_3__24-hydroxylase__mitochondrial_OS_	OG4	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10921121__C14B2_ORYSJ_Cytochrome_P450_714B2_OS_	OG4	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5606179__CP3A9_RAT_Cytochrome_P450_3A9_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5140510__CP4CU_BLAGE_Cytochrome_P450_4c21_OS_	OG4	1.0		
MetazoaPoriferaSyconciliatum_5112987__CP3A4_HUMAN_Cytochrome_P450_3A4_OS_	OG4	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5628666__C7346_ORYSJ_Cytochrome_P450_734A6_OS_	OG4	1.0		
RhizariaEP00473Plasmodiophorabrassicae_22115323__ABAH1_ARATH_Abscisic_acid_8_-hydroxylase_1_OS_	OG4	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6358574__C13AA_CAEEL_Putative_cytochrome_P450_CYP13A10_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14567266__CP4X1_HUMAN_Cytochrome_P450_4X1_OS_	OG4	1.0		
FungiFusariumoxysporumUP000002489_13361000__BUAD_ASPBU_Cytochrome_P450_monooxygenase_buaD_OS_	OG5	1.0		
FungiFusariumoxysporumUP000002489_13364206__FUM15_GIBM7_Cytochrome_P450_monooxygenase_FUM15_OS_	OG5	1.0		
