in_gene	out_gene	branch_support	ev_type	sos
HaptophytaEP00319Phaeocystisglobosa_14069363__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	ChoanoflagellataEP00040Diaphanoecagrandis_10909737__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaEP00090Calanusglacialis_714709__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4054223__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaFungiascutaria_3197478__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateMusmusculus_6535411__PLPL5_MOUSE_Patatin-like_phospholipase_domain-containing_protein_5_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3834401__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaMadracisauretenra_3299669__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaClytiahemisphaerica_3093032__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaBryozoaBugulaneritina_2399029__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateHomosapiens_6468756__PLPL3_HUMAN_1-acylglycerol-3-phosphate_O-acyltransferase_PNPLA3_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateDaniorerio_5419850__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaEP00090Calanusglacialis_702499__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAnthopleuraelegantissima_3022601__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaAcoelaHofsteniamiamia_13585__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateHomosapiens_6456181__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaAnnelidaEP00103Capitellateleta_55334__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaMadracisauretenra_3305844__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAstreoporasp_3040313__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4576735__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateHomosapiens_6463484__PLPL1_HUMAN_Patatin-like_phospholipase_domain-containing_protein_1_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCephalochordataBranchiostomabelcheri_2813156__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaFungiascutaria_3197479__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaAcoelaHofsteniamiamia_20360__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaBryozoaBugulaneritina_2366488__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4055930__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCephalochordataBranchiostomabelcheri_2805666__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaUrochordataOikopleuradioica_5364601__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaHydramagnapapillata_3267440__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaAcoelaHofsteniamiamia_14881__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAnthopleuraelegantissima_3011003__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaMontastraeacavernosa_3351453__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaEchinodermataAcanthasterplanci_3781513__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4069224__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaDrosophilamelanogaster_242247__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateEptatretusburgeri_6403263__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaBrachiopodaLingulaunguis_1284625__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	IchthyosporeaEP00126Sphaerothecumdestruens_14608791__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaMadracisauretenra_3290641__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4531997__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4069227__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaPoritesaustraliensis_3544958__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCtenophoraMnemiopsisleidyi_3732723__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPoriferaHaliclonatubifera_4961466__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3814609__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaNematostellavectensis_3383021__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaUrochordataEP00059Cionaintestinalis_5338889__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaPoritesaustraliensis_3536047__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	HaptophytaEP00319Phaeocystisglobosa_14059660__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateEptatretusburgeri_6406458__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateMusmusculus_6544186__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAstreoporasp_3047474__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaEP00114TrichoplaxspH2_4506501__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaNematodaLoaloa_4413114__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaStylophorapistillata_3677660__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4576737__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaEP00090Calanusglacialis_714711__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateHomosapiens_6462071__PLPL5_HUMAN_Patatin-like_phospholipase_domain-containing_protein_5_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaStylophorapistillata_3678159__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaStylophorapistillata_3671855__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateEptatretusburgeri_6403264__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4556571__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaPoritesaustraliensis_3548004__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateEptatretusburgeri_6395194__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateDaniorerio_5413944__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateDaniorerio_5423998__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4556574__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAcroporadigitifera_2943140__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaBryozoaBugulaneritina_2549491__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaEchinodermataAcanthasterplanci_3788586__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaEP00090Calanusglacialis_707356__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaNematodaCaenorhabditiselegans_4314361__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPoriferaAmphimedonqueenslandica_4707091__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4054239__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4531996__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3814610__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPoriferaLeucosoleniacomplicata_5050177__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaPoritesaustraliensis_3545404__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaVertebrateEptatretusburgeri_6403265__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4576731__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaNematodaLoaloa_4405924__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaRotiferaBrachionusplicatilis_5249869__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaCnidariaAnthopleuraelegantissima_2996461__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaHemichordataSaccoglossuskowalevskii_4058379__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaAnnelidaEP00103Capitellateleta_56329__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaArthropodaDrosophilamelanogaster_252420__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaPlacozoaHoilungiahongkongensis_4556572__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
FilastreaCapsasporaowczarzakiUP000008743_12978154__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	MetazoaMolluscaLottiagigantea_4223495__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	1.0	S	0.0
