gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
MetazoaHemichordataSaccoglossuskowalevskii_4069224__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaArthropodaDrosophilamelanogaster_242247__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6403263__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1284625__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
IchthyosporeaEP00126Sphaerothecumdestruens_14608791__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3290641__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4531997__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4069227__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCnidariaPoritesaustraliensis_3544958__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCtenophoraMnemiopsisleidyi_3732723__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPoriferaHaliclonatubifera_4961466__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3814609__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCnidariaNematostellavectensis_3383021__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaUrochordataEP00059Cionaintestinalis_5338889__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaPoritesaustraliensis_3536047__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14059660__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6406458__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateMusmusculus_6544186__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaCnidariaAstreoporasp_3047474__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4506501__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaNematodaLoaloa_4413114__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG1	1.0		
MetazoaCnidariaStylophorapistillata_3677660__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4576737__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaArthropodaEP00090Calanusglacialis_714711__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateHomosapiens_6462071__PLPL5_HUMAN_Patatin-like_phospholipase_domain-containing_protein_5_OS_	OG1	1.0		
MetazoaCnidariaStylophorapistillata_3678159__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaStylophorapistillata_3671855__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6403264__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4556571__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaPoritesaustraliensis_3548004__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6395194__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5413944__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5423998__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4556574__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaCnidariaAcroporadigitifera_2943140__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2549491__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3788586__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaEP00090Calanusglacialis_707356__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaNematodaCaenorhabditiselegans_4314361__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4707091__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4054239__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4531996__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3814610__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5050177__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaPoritesaustraliensis_3545404__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6403265__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4576731__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaNematodaLoaloa_4405924__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaRotiferaBrachionusplicatilis_5249869__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAnthopleuraelegantissima_2996461__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4058379__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaAnnelidaEP00103Capitellateleta_56329__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaDrosophilamelanogaster_252420__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4556572__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaMolluscaLottiagigantea_4223495__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3814624__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaNematodaCaenorhabditiselegans_4315381__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCnidariaMontastraeacavernosa_3351457__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_206492__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateMusmusculus_6540398__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaNematodaLoaloa_4405922__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4576734__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6395195__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4506491__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaEP00090Calanusglacialis_714708__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaFungiascutaria_3193293__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaAnnelidaHelobdellarobusta_106174__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_1482627__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaCnidariaMyxozoaThelohanelluskitauei_3358721__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4506495__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4576732__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCnidariaGorgoniaventalina_3218415__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4706619__PLPL3_HUMAN_1-acylglycerol-3-phosphate_O-acyltransferase_PNPLA3_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3054510__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaMontastraeacavernosa_3351455__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaMolluscaLottiagigantea_4202969__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4047903__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5283329__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaSyconciliatum_5115390__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4706313__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3801460__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5284199__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateHomosapiens_6465304__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaNematostellavectensis_3389142__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5026952__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaMolluscaEP00106Octopusbimaculoides_4168889__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_192132__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaAnnelidaHelobdellarobusta_106299__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_1900093__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3781516__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1282883__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1302087__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
AlveolataEP00742ColponemidiaspColp10_4283787_	OG1	1.0		
MetazoaPoriferaEphydatiamuelleri_4910595__K1109_DANRE_Transmembrane_protein_KIAA1109_homolog_OS_	OG1	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4837898__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaMolluscaEP00106Octopusbimaculoides_4169782__PLPL2_RAT_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateMusmusculus_6536297__PLPL1_MOUSE_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1302172__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAcroporadigitifera_2927550__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaNematodaCaenorhabditiselegans_4322345__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG1	1.0		
MetazoaCnidariaClytiahemisphaerica_3081244__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12394772__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG2	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23114361__YR571_MIMIV_Uncharacterized_protein_R571_OS_	OG2	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13485226__PLPL_CRYNJ_Patatin-like_phospholipase_domain-containing_protein_CNE02340_OS_	OG2	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14706338__YR571_MIMIV_Uncharacterized_protein_R571_OS_	OG2	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23116076__YR571_MIMIV_Uncharacterized_protein_R571_OS_	OG2	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13491142__YEX5_SCHPO_Uncharacterized_protein_C1A6.05c_OS_	OG2	1.0		
FilastreaCapsasporaowczarzakiUP000008743_12984625__PLPL_YARLI_Patatin-like_phospholipase_domain-containing_protein_YALI0D16379g_OS_	OG2	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23117764__SDP1L_ARATH_Triacylglycerol_lipase_SDP1L_OS_	OG2	1.0		
StramenopilesEP00652Aphanomycesastaci_26140946__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG2	1.0		
StramenopilesPhytophthorainfestansUP000006643_26376129__PLPL2_HUMAN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG2	1.0		
CryptophyceaeGuillardiathetaUP000011087_12255011__PLPL1_MOUSE_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG2	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5629128__PLPL1_MOUSE_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG2	1.0		
ChoanoflagellataEP00050Salpingoecakvevrii_11198219__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12407672__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12407673__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG3	1.0		
CryptophyceaeGuillardiathetaUP000011087_12257361__ELOV5_XENTR_Elongation_of_very_long_chain_fatty_acids_protein_5_OS_	OG3	1.0		
HaptophytaEP00319Phaeocystisglobosa_14070199__PLPL1_HUMAN_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6364612__PLPL1_MOUSE_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12393344__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG3	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12083491__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG3	1.0		
TelonemiaP00656Telonemasubtile_26565338__ELOV7_MOUSE_Elongation_of_very_long_chain_fatty_acids_protein_7_OS_	OG3	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5634236__ELOV5_TACFU_Elongation_of_very_long_chain_fatty_acids_protein_5_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12422286__ELOV5_TACFU_Elongation_of_very_long_chain_fatty_acids_protein_5_OS_	OG3	1.0		
EuglenozoaEP00668Euglenalonga_12407671__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG3	1.0		
AmoebozoaEP00007CuneaspBSH02190019_4977936__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14626795__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371858__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14562997__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5613600__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14564371__PLPL2_BOVIN_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG4	1.0		
StramenopilesEP00652Aphanomycesastaci_26140261__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14553437_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14564372_	OG4	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371863__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12030485__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG4	1.0		
PluriformeaEP00127Corallochytriumlimacisporum_21621713__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG4	1.0		
StramenopilesPhytophthorainfestansUP000006643_26381713__PLPL2_MOUSE_Patatin-like_phospholipase_domain-containing_protein_2_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14555013__PLPL2_CAEEL_Patanin-like_phospholipase_domain-containing_protein_atgl-1_OS_	OG4	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14622588__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG4	1.0		
HaptophytaEP00327Prymnesiumparvum_14297316_	OG5	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12076919__PLPL1_MOUSE_Patatin-like_phospholipase_domain-containing_protein_1_OS_	OG5	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12036668_	OG5	1.0		
EuglenozoaEP00668Euglenalonga_12436743__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG5	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10897969_	OG5	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12083026_	OG5	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12049751_	OG5	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23045358__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG6	1.0		
CryptophyceaeGuillardiathetaUP000011087_12255253__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG6	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11094043__PLPL3_MOUSE_1-acylglycerol-3-phosphate_O-acyltransferase_Pnpla3_OS_	OG6	1.0		
ChoanoflagellateaMonosigabrevicollisUP000001357_11428341__PLPL4_HUMAN_Patatin-like_phospholipase_domain-containing_protein_4_OS_	OG6	1.0		
